File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,target
183,1,2,1,0,0,10,89,1,0,4,3,1.22,0,37,2,0,2,1,3.33333333333333,2,1,0.75,0,176,1.0,0,0,True
184,0,0,10,39,2,9,76,1,2,0,0,0.46,0,97,1,0,4,1,13.5,4,1,0.75,0,7,0.959016393442623,0,3,True
185,0,0,1,0,5,0,15,1,0,2,8,0.31,0,81,2,0,0,1,1.125,0,1,0.6,0,6,0.927710843373494,0,0,False
186,66,3,1,71,3,8,1137,6,21,59,34,0.52,0,98,1,0,32,2,6.06451612903226,0,0,1.03053435114504,0,240,0.927165354330709,0,8,True
187,1,1,1,0,0,6,114,2,0,7,9,1.58,0,66,1,0,2,1,3.54545454545455,1,1,0.428571428571429,0,6,0.964646464646465,0,2,False
188,1,1,1,1,0,0,27,2,1,5,5,0.3,3,55,2,0,1,1,3.0,0,1,0.818181818181818,0,184,0.965714285714286,0,1,True
189,1,1,1,9,0,5,116,1,12,15,0,0.77,0,88,1,0,5,1,4.64285714285714,1,1,1.0625,0,6,0.801470588235294,0,1,True
190,1,0,1,2,9,4,71,1,0,0,9,0.83,0,70,1,0,0,1,3.7,0,1,0.416666666666667,0,6,0.96551724137931,0,1,False
191,1,0,11,0,3,14,73,1,3,0,0,0.55,1,0,1,0,4,1,11.75,0,1,1.16666666666667,0,8,0.962441314553991,0,2,True
192,1,0,1,0,2,2,28,1,0,0,2,1.75,0,0,1,0,1,1,1.33333333333333,0,1,0.6,0,6,0.896551724137931,0,0,False
193,28,0,2,64,2,5,176,1,0,8,1,0.21,0,92,1,0,7,1,8.62068965517241,1,1,1.25806451612903,0,62,0.895192307692308,0,3,True
194,0,2,1,0,0,4,38,1,2,3,0,0.68,0,66,2,0,4,1,3.25,2,1,0.5,0,6,0.890625,0,1,False
195,0,0,1,0,0,46,84,1,0,0,1,7.0,0,0,0,3,0,0,1.0,1,1,0.0,0,6,0.547169811320755,0,0,False
196,0,0,1,12,0,8,42,1,0,0,1,2.47,0,100,0,2,0,0,2.0,2,1,1.0,0,6,0.842857142857143,0,0,True
197,0,0,1,0,0,5,32,1,0,0,2,5.33,0,0,0,1,0,0,1.0,1,1,0.0,0,6,0.571428571428571,0,0,False
198,0,0,1,17,0,6,66,1,0,0,5,2.54,0,100,0,2,2,0,7.6,1,1,0.0,0,9,0.945945945945946,0,0,False
199,0,0,1,0,0,9,63,1,0,0,4,7.0,0,0,0,1,2,0,2.0,0,1,0.0,0,6,0.931818181818182,0,0,False
200,1,0,4,2,0,2,105,1,0,10,7,0.59,2,73,2,0,8,1,4.625,0,0,1.6,0,65,0.782747603833866,0,3,False
201,0,5,1,0,0,5,93,1,0,0,7,5.81,0,0,0,2,0,0,2.33333333333333,1,0,0.0,0,6,0.897637795275591,0,1,False
202,0,0,1,0,0,7,29,1,0,0,1,5.8,0,0,0,1,0,0,2.0,2,1,0.0,0,6,0.857142857142857,0,0,True
203,0,1,1,0,0,3,26,1,0,0,0,5.2,0,0,0,1,0,0,1.0,1,1,0.0,0,6,0.85,0,0,False
204,5,0,1,6,47,10,532,1,0,0,42,0.85,1,98,1,0,19,1,4.0,0,1,0.653061224489796,0,114,0.73494917904613,0,5,True
205,0,0,1,0,0,2,39,1,0,1,5,0.95,0,19,2,0,3,1,1.0,1,1,0.428571428571429,0,24,0.9375,0,0,True
206,0,0,1,0,0,2,40,1,0,1,4,1.08,0,25,2,0,3,1,1.0,1,1,0.5,0,19,0.934065934065934,0,0,True
207,0,0,1,1,0,6,89,1,0,0,8,6.85,1,100,0,2,0,0,4.5,1,1,0.0,0,6,0.861111111111111,0,2,False
208,1,0,1,0,0,5,117,1,1,4,13,0.47,1,73,1,2,10,2,9.66666666666667,1,1,0.666666666666667,0,6,0.960648148148148,0,2,True
209,0,0,1,0,0,3,36,1,0,0,4,1.06,1,0,2,0,1,1,2.5,1,2,0.5,0,6,0.928571428571429,0,0,True
210,1,0,1,1,1,4,79,1,0,3,10,1.13,0,63,1,0,2,3,2.27272727272727,0,1,0.307692307692308,0,6,0.788888888888889,0,1,False
211,0,0,1,0,0,3,92,1,0,5,20,0.49,0,59,1,0,2,3,2.6,0,1,0.954545454545455,0,6,0.975903614457831,0,2,False
212,0,0,1,0,0,4,71,1,0,1,7,1.92,0,28,1,1,1,3,1.57142857142857,0,1,0.0,0,6,0.952,0,1,True
213,0,0,1,0,0,3,52,1,0,1,7,0.91,0,28,1,0,1,3,2.71428571428571,0,1,0.888888888888889,0,6,0.953846153846154,0,1,True
214,0,0,1,6,1,2,88,1,0,11,17,0.44,1,83,2,0,7,1,5.76470588235294,0,1,0.736842105263158,0,6,0.887905604719764,0,1,True
215,0,0,1,0,0,3,51,1,0,2,7,1.02,0,28,1,0,2,3,2.14285714285714,0,1,0.333333333333333,0,6,0.951219512195122,0,1,False
216,0,0,1,0,0,2,44,1,0,2,9,0.98,0,44,1,0,1,3,2.0,0,1,0.0,0,6,0.944444444444444,0,0,True
217,0,0,1,0,0,8,200,1,0,5,20,1.1,0,56,1,0,2,3,4.55,0,1,0.363636363636364,0,6,0.744730679156909,0,2,True
218,0,0,1,0,0,0,15,1,0,0,1,0.39,1,0,2,0,3,1,26.0,26,3,1.0,1,6,0.888888888888889,0,1,False
219,0,0,1,0,0,4,65,1,0,1,8,1.62,0,50,2,0,1,1,1.5,0,1,0.0,0,6,0.951612903225806,0,1,False
220,0,4,1,1,0,4,42,1,0,0,0,4.67,0,100,2,1,0,1,1.0,0,1,0.0,0,6,0.914285714285714,0,0,False
221,0,0,1,0,0,8,115,1,0,0,10,4.42,0,0,0,1,1,0,1.2,0,0,0.153846153846154,0,7,0.688235294117647,0,1,False
222,2,0,2,2,5,6,63,1,0,0,4,0.6,2,50,1,0,11,1,5.66666666666667,0,1,1.375,0,6,0.964285714285714,0,2,False
223,0,0,2,14,0,4,89,1,0,12,7,0.44,2,79,2,0,4,1,6.0,0,1,2.1,0,6,0.973451327433628,0,2,False
224,2,0,1,2,0,2,73,1,0,7,10,0.58,0,84,2,0,9,3,1.41666666666667,0,1,0.714285714285714,0,6,0.945378151260504,0,3,False
225,1,0,2,5,0,5,120,1,0,8,10,0.72,2,88,2,0,18,2,2.81818181818182,0,1,0.846153846153846,0,6,0.982658959537572,0,1,False
226,2,0,1,2,0,2,114,2,0,11,17,0.55,0,80,2,0,17,2,2.26315789473684,0,1,0.409090909090909,0,6,0.984042553191489,0,1,False
227,0,0,1,2,1,0,44,1,0,4,9,0.42,2,74,2,0,10,1,1.55555555555556,0,1,0.909090909090909,0,6,0.955665024630542,0,2,False
228,1,0,2,9,0,4,80,1,0,12,7,0.38,2,82,2,0,4,1,4.5,0,1,1.8,0,6,0.973837209302326,0,2,False
229,0,0,1,2,0,3,84,1,0,4,8,0.77,2,81,2,0,10,2,1.5,0,1,0.7,0,6,0.962809917355372,0,2,False
230,1,0,1,0,2,8,50,1,0,0,2,1.43,0,0,1,0,4,1,2.33333333333333,0,1,1.33333333333333,0,6,0.939393939393939,0,0,False
231,1,0,3,0,1,52,128,1,0,0,1,0.47,21,0,1,0,29,1,7.5,0,1,3.75,0,6,0.986666666666667,0,1,False
232,0,0,1,0,0,7,84,1,0,0,7,3.82,0,0,1,1,4,2,0.857142857142857,0,0,0.0,0,6,0.950819672131147,0,1,False
233,0,0,1,1,0,0,18,1,0,0,1,3.0,0,100,1,1,1,1,5.0,5,1,0.0,0,6,0.818181818181818,0,0,False
234,0,0,1,0,2,7,60,1,0,0,2,3.0,0,0,1,0,4,1,7.5,5,3,0.0,0,6,0.935483870967742,0,0,False
235,6,0,2,0,6,21,272,1,0,0,1,0.72,9,0,1,0,29,1,8.28571428571429,0,1,2.77777777777778,0,6,0.939189189189189,0,3,True
236,0,0,1,0,4,10,67,1,0,0,4,1.16,2,0,1,0,2,1,0.75,0,2,1.0,1,6,0.958904109589041,0,1,False
237,2,0,2,0,5,9,83,1,0,0,4,0.95,4,0,1,0,15,1,3.83333333333333,0,1,1.375,0,6,0.962790697674419,0,2,False
238,0,0,1,3,0,10,149,1,0,0,11,7.1,0,100,0,1,1,0,0.727272727272727,0,1,0.0,0,6,0.96875,0,1,False
239,0,0,0,0,0,0,21,1,0,0,0,4.2,0,0,1,0,0,1,0.0,0,0,1.0,0,6,0.676470588235294,0,0,False
240,0,0,1,0,0,0,15,1,0,1,2,1.36,0,0,2,0,0,1,2.5,2,1,0.0,0,6,0.833333333333333,0,0,False
241,0,0,1,0,1,4,28,1,0,0,1,2.8,0,0,1,0,2,1,48.0,48,5,0.0,0,6,0.875,0,0,False
242,4,0,1,3,33,2,228,2,3,6,44,0.6,0,95,2,3,9,1,28.0588235294118,0,1,0.351851851851852,0,6,0.918194640338505,0,0,True
243,0,0,1,1,0,6,31,1,0,0,1,3.1,0,100,0,1,0,0,2.0,2,1,0.75,0,6,0.88,0,0,False
244,0,2,1,0,0,0,38,1,0,0,29,0.23,0,0,3,1,1,2,5.80645161290323,0,2,0.0,0,6,0.976,0,1,True
245,0,0,1,0,0,0,27,1,0,0,56,0.15,0,0,4,1,1,1,1.94642857142857,0,2,0.0,0,6,0.973451327433628,0,1,False
246,0,0,1,0,0,2,154,1,0,0,55,0.7,0,0,5,0,4,1,1.98181818181818,0,2,0.0517241379310345,0,294,0.560810810810811,0,0,False
247,0,4,1,0,0,1,123,1,1,7,38,0.29,0,88,1,1,12,2,5.23255813953488,0,1,0.933333333333333,0,18,0.838187702265372,0,5,False
248,0,1,1,0,0,0,18,1,0,0,13,0.11,0,0,2,1,6,1,3.28571428571429,2,1,0.75,0,6,0.97,0,1,False
249,0,1,1,0,0,6,142,1,0,0,20,0.69,0,0,3,0,12,1,2.14285714285714,1,1,0.769230769230769,0,333,0.768421052631579,0,0,True
250,0,0,1,0,0,3,75,1,0,0,15,3.12,0,0,0,1,1,0,1.86666666666667,1,0,0.0,0,22,0.819672131147541,0,0,False
251,0,1,1,0,0,6,288,1,0,1,39,1.48,0,95,2,2,2,2,3.575,0,2,0.0,0,22,0.957169459962756,0,3,True
252,0,0,1,0,0,1,23,1,0,1,4,0.66,1,50,3,1,1,1,3.75,0,2,1.0,0,6,0.917808219178082,0,0,False
253,0,0,1,0,0,4,121,1,0,0,23,1.21,0,0,4,0,4,1,2.21739130434783,0,2,0.115384615384615,0,206,0.623529411764706,0,0,True
254,0,4,1,0,0,4,257,1,2,7,40,1.0,0,95,1,2,4,2,2.32608695652174,0,2,0.104166666666667,0,62,0.903878583473862,0,2,True
255,0,1,1,0,0,7,50,1,0,0,4,1.72,0,0,2,0,4,1,1.2,0,2,0.375,0,109,0.720430107526882,0,0,False
256,0,0,1,0,0,4,40,1,0,0,5,4.0,0,0,0,1,0,0,1.0,1,1,0.0,0,6,0.904761904761905,0,0,True
257,0,0,1,1,0,7,35,1,0,0,2,2.5,0,100,0,1,0,0,2.0,2,1,0.0,0,6,0.901639344262295,0,0,True
258,0,0,2,1,0,1,27,4,0,9,7,0.16,1,44,1,0,7,3,4.71428571428571,1,2,0.916666666666667,0,15,0.927927927927928,0,3,True
259,0,0,1,0,0,6,61,1,0,0,6,3.05,0,0,2,2,0,1,2.66666666666667,1,0,0.0,0,6,0.9375,0,0,False
260,0,0,1,0,0,8,98,1,0,0,9,7.0,0,0,0,1,0,0,2.77777777777778,0,1,0.0,0,133,0.953125,0,1,False
261,0,0,1,0,0,12,34,1,0,0,1,4.86,0,0,2,2,1,1,2.0,2,1,0.0,0,55,0.88,0,0,True
262,0,0,1,0,0,3,23,1,0,0,1,4.6,0,0,2,1,0,1,1.0,1,1,0.0,0,40,0.828571428571429,0,0,False
263,0,0,1,0,0,5,32,1,0,0,2,4.57,0,0,2,2,0,1,3.0,2,1,0.0,0,6,0.877551020408163,0,0,False
264,0,0,1,0,1,7,63,1,0,3,5,1.7,0,60,1,0,0,1,4.2,2,1,0.571428571428571,0,135,1.0,0,0,True
265,0,1,1,1,0,4,34,1,0,1,2,0.87,1,33,1,0,8,1,5.0,2,1,1.8,0,6,0.934782608695652,0,0,False
266,0,2,1,0,0,5,349,1,0,0,3,29.08,0,0,0,1,2,0,2.2,1,1,0.0,0,6,0.98547215496368,0,1,False
267,0,0,0,0,0,0,160,1,0,29,0,5.0,0,0,0,0,0,0,0.0,0,0,0.0,0,41,0.768292682926829,0,1,True
268,0,0,0,0,0,0,24,1,0,54,0,0.4,0,0,0,0,0,0,0.0,0,0,0.0,0,6,0.944,0,2,False
269,0,0,0,0,0,0,15,1,0,2,0,3.0,0,0,0,0,0,0,0.0,0,0,0.0,0,6,0.8,0,0,False
270,0,0,0,138,0,0,77,1,0,0,0,0.54,0,0,0,0,0,0,0.0,0,0,0.0,0,10,0.953703703703704,0,2,True
271,0,0,0,0,0,0,16,1,0,4,0,2.0,0,0,0,0,0,0,0.0,0,0,0.0,0,6,0.837837837837838,0,0,False
272,0,0,0,19,0,0,45,1,0,0,0,1.8,0,0,0,0,0,0,0.0,0,0,0.0,0,6,1.0,0,0,False
273,0,0,0,0,0,0,19,1,0,0,0,4.75,0,0,1,0,0,1,0.0,0,0,0.0,0,6,1.0,0,0,False
274,0,0,0,0,0,0,19,1,0,0,0,4.75,0,0,1,0,0,1,0.0,0,0,0.0,0,46,0.6,0,0,True
275,0,0,0,35,0,0,44,1,0,0,0,1.13,0,0,0,0,0,0,0.0,0,0,0.0,0,6,0.798076923076923,0,0,False
276,0,0,0,0,0,0,19,1,0,0,0,6.33,0,0,1,0,0,1,0.0,0,0,0.0,0,10,0.655172413793103,0,0,True
277,0,0,0,0,0,0,15,1,0,8,0,1.36,0,0,0,0,0,0,0.0,0,0,0.0,0,7,0.8,0,1,False
278,0,0,0,58,0,0,617,1,0,39,0,5.32,0,0,0,0,0,0,0.0,0,0,0.0,0,975,0.56651376146789,0,4,False
279,0,0,0,0,0,0,19,1,0,0,0,3.8,0,0,1,0,0,1,0.0,0,0,0.0,0,6,1.0,0,0,True
280,0,0,1,0,0,12,123,1,0,0,6,12.3,3,0,0,10,1,0,3.66666666666667,1,0,0.666666666666667,0,6,0.941860465116279,0,2,False
281,0,0,1,0,0,0,46,1,0,0,1,11.5,0,0,0,6,2,0,1.0,1,1,0.0,0,6,0.901639344262295,0,0,False
282,0,0,1,0,0,8,34,1,0,0,2,4.86,2,0,0,1,2,0,3.5,0,1,0.0,0,6,0.87719298245614,0,1,False
283,0,0,1,0,0,10,223,1,0,0,19,8.58,1,0,0,1,5,0,5.21052631578947,0,0,0.0,0,6,0.941176470588235,0,2,False
284,1,0,1,15,12,7,123,1,0,5,11,0.8,0,91,1,0,2,1,3.75,1,1,1.57142857142857,0,6,0.969798657718121,0,2,False
285,0,0,1,0,0,5,31,1,0,0,1,6.2,0,0,1,0,0,1,3.0,3,1,0.0,0,6,0.866666666666667,0,0,False
286,0,5,1,0,0,0,18,1,0,3,0,0.58,0,33,1,0,2,1,3.8,2,1,0.875,0,6,0.907692307692308,0,0,False
287,0,4,1,0,0,0,17,1,0,1,0,0.77,0,50,2,0,2,1,4.0,3,1,0.5,0,6,0.888888888888889,0,0,False
288,3,2,3,0,0,2,42,1,0,5,2,0.34,2,77,1,0,5,2,3.42857142857143,1,2,1.88888888888889,0,6,0.970149253731343,0,1,False
289,0,1,1,0,1,1,41,1,0,0,9,0.93,0,0,2,0,1,1,5.4,1,0,0.333333333333333,0,6,0.941747572815534,0,0,False
290,13,2,1,0,6,2,263,1,8,11,24,0.58,2,93,1,1,16,1,5.40425531914894,1,1,0.775510204081633,0,6,0.985667034178611,0,2,False
291,0,4,1,0,0,0,18,1,0,0,0,0.9,0,0,2,0,0,1,3.75,2,1,0.0,0,6,0.88,0,0,False
292,9,0,1,0,5,2,76,1,0,0,10,0.2,5,0,2,0,14,1,5.31578947368421,1,2,1.9047619047619,0,6,0.989795918367347,0,1,False
293,0,3,1,0,0,0,22,1,0,5,4,0.47,0,54,1,0,4,1,4.57142857142857,2,1,0.555555555555556,0,6,0.934782608695652,0,0,False
294,0,3,1,0,0,0,19,1,0,1,2,0.7,0,19,2,0,2,1,1.8,0,1,0.428571428571429,0,6,0.904761904761905,0,0,False
295,0,3,1,0,0,0,18,1,0,1,2,0.69,0,19,2,0,2,1,1.8,0,1,0.428571428571429,0,6,0.903225806451613,0,0,False
296,0,4,1,0,0,0,31,1,0,2,4,0.82,0,18,2,0,1,1,3.5,1,1,0.4,0,6,0.934782608695652,0,0,False
297,0,3,1,0,0,0,18,1,0,1,2,0.69,0,19,2,0,2,1,1.8,0,1,0.428571428571429,0,6,0.901639344262295,0,0,False
298,0,3,1,0,0,0,19,1,0,1,2,0.7,0,19,2,0,2,1,1.8,0,1,0.428571428571429,0,6,0.903225806451613,0,0,False
299,0,7,1,0,0,1,30,1,0,3,1,0.54,0,41,2,0,3,1,3.125,1,1,1.0,0,6,0.944444444444444,0,0,False
300,0,9,1,0,0,3,55,1,1,3,0,1.38,0,80,1,6,3,1,4.9,0,1,0.5,0,6,0.948275862068966,0,0,False
301,0,8,1,0,0,0,20,2,0,7,3,0.21,0,55,1,0,3,1,3.63636363636364,1,1,0.571428571428571,0,6,0.961290322580645,0,1,False
302,0,0,0,0,0,0,20,1,0,44,0,0.43,0,0,0,0,0,0,0.0,0,0,0.0,0,6,0.924050632911392,0,0,False
303,0,0,0,0,0,0,43,1,0,209,0,0.2,0,0,0,0,0,0,0.0,0,0,0.0,0,6,0.977611940298508,0,1,False
304,0,9,1,0,0,12,155,1,0,0,0,8.61,0,0,0,1,5,0,2.66666666666667,1,0,0.0,0,6,0.948186528497409,0,2,False
305,0,1,1,1,0,25,109,1,0,0,0,15.57,0,100,0,1,2,0,2.0,2,1,0.0,0,6,0.952380952380952,0,1,False
306,0,0,0,0,0,0,27,1,0,0,0,9.0,0,0,0,1,0,0,0.0,0,0,0.0,0,6,0.846153846153846,0,0,False
307,0,0,1,0,0,8,413,1,0,0,43,8.79,0,0,0,1,1,0,13.3255813953488,0,0,0.0,0,6,0.989228007181329,0,1,False
308,0,0,1,0,0,12,118,1,0,0,6,9.83,0,0,0,7,2,0,5.16666666666667,1,0,0.666666666666667,0,6,0.958041958041958,0,1,True
309,0,0,1,0,0,1,48,1,1,2,6,1.45,0,71,1,13,1,2,8.14285714285714,0,1,0.0,0,6,0.936842105263158,0,0,False
310,3,10,2,0,0,4,178,2,0,13,8,0.63,2,84,1,0,18,1,6.23809523809524,1,1,1.25,0,6,0.989266547406082,0,1,True
311,1,1,2,1,4,9,247,1,0,3,10,1.15,6,68,1,0,8,1,21.3333333333333,1,1,1.85714285714286,0,6,0.930313588850174,0,1,True
312,0,0,1,0,0,4,48,1,0,3,6,0.73,1,44,1,0,2,1,4.16666666666667,3,2,1.0,0,6,0.934306569343066,0,2,False
313,0,0,1,0,0,0,19,1,0,0,1,3.17,0,0,2,0,0,1,2.0,2,1,0.0,0,6,0.823529411764706,0,0,False
314,0,1,3,0,0,4,29,1,0,0,1,0.85,4,0,2,0,9,1,3.0,2,2,1.5,0,6,0.925925925925926,0,0,True
315,0,2,1,3,0,3,52,1,0,0,3,2.74,0,100,0,1,3,0,1.6,1,0,0.0,0,8,0.865979381443299,0,1,False
316,0,0,1,0,0,11,30,1,0,0,1,3.0,0,0,0,1,2,0,2.0,2,1,0.0,0,56,0.882352941176471,0,0,False
317,0,2,1,0,0,10,61,1,0,0,1,4.69,2,0,0,1,1,0,3.66666666666667,2,1,0.0,0,6,0.94,0,0,False
318,0,0,1,0,0,4,43,1,0,0,1,7.17,1,0,0,1,2,0,3.0,3,1,0.0,0,6,0.907692307692308,0,0,False
319,0,0,1,3,0,5,93,1,0,0,9,5.47,0,100,0,1,3,0,2.33333333333333,0,0,0.0,0,21,0.859060402684564,0,1,True
320,0,0,1,2,0,15,80,1,0,0,3,8.0,2,100,0,7,2,0,1.66666666666667,1,1,0.0,0,6,0.947826086956522,0,0,False
321,0,0,1,0,0,15,69,1,0,0,3,7.67,0,0,0,4,1,0,2.0,1,0,0.666666666666667,0,6,0.934782608695652,0,0,False
322,0,0,1,0,0,6,49,1,0,1,4,2.04,0,50,1,11,1,2,1.0,0,0,0.0,0,6,0.933333333333333,0,0,False
323,1,0,2,0,2,12,70,1,0,0,2,1.25,4,0,1,0,1,1,4.66666666666667,0,1,2.8,0,6,0.961290322580645,0,1,False
324,0,0,0,1,0,0,19,1,0,0,0,4.75,0,0,1,0,0,1,0.0,0,0,0.0,0,6,0.806451612903226,0,0,False
325,0,1,1,0,0,6,23,1,0,0,0,4.6,1,0,0,1,0,0,1.0,1,1,1.0,0,6,0.842105263157895,0,0,False
326,0,5,1,0,0,5,45,1,0,0,0,3.75,0,0,0,1,1,0,3.6,2,1,0.0,0,6,0.916666666666667,0,0,False
327,2,0,2,2,15,4,100,1,0,0,14,0.52,2,81,1,0,2,1,15.3125,1,1,1.27777777777778,0,6,0.98,0,2,True
328,1,0,1,8,2,3,64,1,0,5,1,0.74,0,73,1,0,2,1,5.0,2,1,1.0,0,8,0.930635838150289,0,3,True
329,0,0,0,8,0,0,37,1,0,0,0,3.08,0,0,0,0,0,0,0.0,0,0,0.0,0,6,0.803030303030303,0,0,False
330,4,0,1,4,7,4,206,1,0,10,22,0.79,0,89,1,0,1,2,5.57692307692308,0,1,0.535714285714286,0,6,0.989169675090253,0,1,False
331,0,0,0,11,0,0,20,1,0,0,0,1.25,0,0,1,0,0,1,0.0,0,0,0.0,0,6,0.863636363636364,0,0,False
332,0,0,1,0,0,2,32,1,0,0,3,2.46,0,0,2,0,0,1,2.33333333333333,1,1,0.833333333333333,0,6,0.894736842105263,0,0,False
333,0,1,1,0,0,0,19,1,1,2,2,0.56,1,50,2,0,1,2,1.75,0,1,0.666666666666667,0,6,0.916666666666667,0,0,False
334,0,0,1,0,0,5,224,1,0,5,36,0.57,2,60,2,0,3,2,7.25,1,1,0.868421052631579,0,6,0.992021276595745,0,1,False
335,0,0,1,0,0,0,25,1,0,4,9,0.4,1,44,2,0,0,2,6.33333333333333,2,1,0.636363636363636,0,6,0.95,0,0,False
336,0,0,1,0,15,5,130,1,0,0,15,0.85,2,0,1,0,0,1,6.26666666666667,1,1,1.29411764705882,0,6,0.982808022922636,0,1,False
337,2,0,3,10,20,7,189,1,0,0,18,0.33,7,94,1,0,5,1,4.45,0,1,1.31818181818182,1,6,0.993704092339979,0,1,False
338,0,0,1,0,0,3,53,1,0,3,8,1.06,1,37,2,0,0,2,3.0,1,1,0.5,0,6,0.956204379562044,0,1,False
339,0,2,2,0,0,2,25,1,0,1,2,0.6,2,25,2,0,5,1,3.0,2,1,1.0,0,6,0.934065934065934,0,0,False
340,0,0,1,0,0,3,33,1,0,1,2,2.54,0,0,2,0,0,1,3.5,2,1,0.0,0,56,1.0,0,0,False
341,1,1,1,1,0,2,72,1,0,4,15,0.58,1,58,2,0,1,1,8.58823529411765,1,1,0.631578947368421,0,6,0.975903614457831,0,1,True
342,0,2,1,0,0,0,18,1,0,0,0,3.0,0,0,0,2,0,0,1.0,1,1,0.0,0,6,0.8125,0,0,False
343,0,0,1,0,0,0,19,1,0,0,2,2.71,0,0,2,3,0,2,4.0,4,1,0.0,0,6,0.842105263157895,0,0,False
344,0,0,4,1,20,3,95,1,0,0,20,0.23,3,65,1,0,3,1,4.9,1,1,1.90909090909091,0,60,0.871838111298482,0,2,False
345,0,0,0,0,0,0,23,1,0,0,0,3.83,0,0,2,49,0,2,0.0,0,0,0.0,0,6,0.842105263157895,0,0,False
346,0,0,1,0,0,6,88,1,0,1,8,1.31,0,25,1,0,5,2,3.5,0,1,0.6,0,6,0.955801104972376,0,2,False
347,4,0,2,1,4,8,409,1,1,3,34,0.6,3,70,1,0,4,3,11.7179487179487,1,1,1.36585365853659,0,6,0.995260663507109,0,1,True
348,0,0,1,0,0,3,70,1,0,0,12,0.79,1,0,2,0,6,2,4.08333333333333,1,1,1.0,0,6,0.96875,0,1,False
349,0,0,1,0,0,0,15,1,0,1,1,1.88,0,0,1,7,0,2,2.0,2,1,0.0,0,6,0.818181818181818,0,0,False
350,0,0,1,0,1,5,82,1,0,1,9,1.49,0,33,1,0,2,2,2.0,0,1,0.272727272727273,0,6,0.962025316455696,0,1,False
351,0,0,1,0,1,5,69,1,0,1,9,1.25,0,33,1,0,2,2,1.44444444444444,0,1,0.272727272727273,0,6,0.937931034482759,0,2,False
352,0,0,1,0,0,7,73,1,0,0,7,1.38,0,0,2,0,2,2,2.14285714285714,1,0,0.555555555555556,0,6,0.958333333333333,0,1,False
353,2,1,2,0,0,1,45,1,0,3,9,0.31,1,83,2,0,12,3,3.25,1,0,1.35714285714286,0,6,0.97489539748954,0,1,False
354,0,0,2,0,0,7,88,1,0,0,5,0.76,4,0,2,0,8,3,4.8,0,0,1.28571428571429,0,6,0.975609756097561,0,1,False
355,1,0,1,0,5,0,34,1,0,0,5,1.26,0,0,1,0,0,1,3.0,0,1,0.0,0,6,0.924050632911392,0,0,False
356,0,0,2,0,4,7,50,1,0,0,4,1.06,3,0,1,0,0,1,5.0,3,1,1.83333333333333,1,6,0.951219512195122,0,1,True
357,0,0,1,0,0,9,37,1,0,0,2,5.29,2,0,0,5,0,0,1.0,1,0,0.0,0,6,0.896551724137931,0,0,False
358,0,0,2,0,0,2,41,1,0,2,8,0.59,2,25,2,2,0,2,4.75,2,0,0.6,0,6,0.959183673469388,0,1,False
359,0,0,0,0,0,0,19,1,0,0,0,3.17,0,0,3,1,0,2,0.0,0,0,0.0,0,6,0.823529411764706,0,0,False
360,0,0,2,0,0,3,46,1,0,3,8,0.61,1,33,2,0,0,2,3.625,1,1,0.5,0,27,0.905405405405405,0,1,True
361,0,0,1,0,0,0,24,1,0,3,8,0.41,1,33,2,0,0,1,2.875,0,1,0.6,0,6,0.946428571428571,0,0,False
362,0,0,1,0,0,4,33,1,0,0,3,3.3,1,0,2,0,0,1,0.0,0,0,0.0,0,6,0.898305084745763,0,0,False
363,0,0,0,0,0,0,505,1,0,1,0,1.07,0,0,0,0,0,0,0.0,0,0,0.0,0,13,0.967924528301887,0,3,True
364,0,3,1,0,0,0,18,1,0,1,0,0.45,0,0,2,0,2,1,1.66666666666667,1,1,0.8,0,6,0.918918918918919,0,0,False
365,0,0,1,0,0,3,26,1,0,0,2,2.89,0,0,3,4,0,1,81.0,7,0,0.0,0,6,0.872340425531915,0,0,False
366,0,0,0,301,0,0,912,1,0,5,0,1.52,0,0,0,0,0,0,0.0,0,0,0.0,0,40,0.975374732334047,0,3,True
367,0,0,1,0,0,4,39,1,0,0,3,4.33,0,0,0,3,1,0,4.66666666666667,2,0,0.0,0,20,0.898305084745763,0,0,True
368,0,1,1,0,0,6,33,1,0,0,0,6.6,1,0,0,5,0,0,13.0,13,1,0.0,0,6,0.869565217391304,0,0,False
369,0,0,1,0,0,4,54,1,0,0,8,3.18,0,0,0,1,4,0,4.5,1,0,0.545454545454545,0,6,0.938775510204082,0,0,True
370,0,0,1,1,0,2,37,1,1,1,5,1.37,0,75,2,1,7,1,1.83333333333333,1,1,0.75,0,6,0.928571428571429,0,0,True
371,0,0,2,2,0,4,34,1,0,3,4,0.83,2,60,1,0,0,2,3.75,2,1,1.0,0,6,0.94,0,0,False
372,3,0,6,2,3,18,361,1,1,1,14,0.6,7,92,1,0,6,1,6.5,1,2,2.45,0,27,0.971454058876004,0,3,True
