File,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
733,0,0,1,0,0,2,76,1,0,10,1.01,0,86,1,0,7,1,3.875,1,1.9375,1,1,0.166666666666667,0,0.0,0,2,0,False
734,15,0,2,0,0,1,195,1,2,7,0.18,1,92,1,1,145,1,11.3142857142857,1,5.04761904761905,1,1,0.953271028037383,0,1.0,0,3,5,False
735,0,0,4,0,0,0,29,1,1,0,0.37,0,0,2,0,17,1,6.75,2,5.25,1,1,1.0,0,1.0,0,2,0,False
736,0,0,1,0,0,0,8,1,0,0,1.33,0,0,2,0,0,1,4.0,4,1.0,1,1,0.0,0,1.0,0,1,0,False
737,0,0,0,0,0,0,31,1,0,9,2.58,0,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,4,0,False
738,0,0,1,138,387,1,555,1,2,4,0.14,0,99,1,0,94,2,4.66835443037975,1,4.31645569620253,1,1,0.183879093198992,0,0.666666666666667,0,2,1,True
739,9,0,1,0,11,0,0,1,0,0,0.0,0,0,1,0,0,1,1.36363636363636,0,2.0,1,1,0.0,0,1.0,0,2,0,False
740,0,0,1,0,0,0,31,1,0,0,3.88,0,0,0,2,4,0,1.0,1,0.5,0,1,0.0,0,1.0,0,1,1,False
741,1,0,1,1,1,0,34,1,0,0,1.55,0,80,1,0,4,1,1.2,0,1.4,0,1,0.428571428571429,0,0.0,0,2,0,False
742,0,0,1,1,0,0,38,1,0,4,1.0,0,77,1,0,3,1,2.75,2,1.125,1,1,0.3,0,0.0,0,4,1,False
743,6,0,1,1,1,2,148,1,4,11,0.68,0,91,1,2,11,2,6.68181818181818,2,1.93181818181818,1,1,0.5,0,0.0,0,3,0,False
744,0,0,0,0,0,0,29,1,0,125,0.22,0,0,0,0,1,0,0.0,0,0.0,0,0,0.0,0,0.0,0,1,0,False
745,9,0,1,0,11,0,0,1,0,0,0.0,0,0,1,0,0,1,1.36363636363636,0,2.0,1,1,0.0,0,1.0,0,2,3,False
746,2,0,2,25,5,1,39,3,1,0,0.51,0,96,1,0,1,2,1.375,0,3.375,1,1,0.846153846153846,0,1.0,0,2,1,False
747,0,5,1,0,0,0,31,4,0,5,1.0,0,100,1,3,0,2,0.75,0,1.3,1,1,0.0,0,0.0,0,1,0,False
748,25,55,1,3,12,0,575,8,0,187,0.21,0,100,2,4,136,2,13.8152866242038,0,2.92356687898089,0,1,0.261954261954262,0,0.666666666666667,4,4,14,True
749,6,0,2,0,41,0,44,3,0,6,0.09,1,66,1,0,22,2,4.70833333333333,0,6.79166666666667,1,1,0.980769230769231,0,0.0,0,4,5,False
750,68,0,2,5,29,1,461,12,0,6,0.15,0,85,3,1,36,2,6.05956112852665,0,5.16300940438872,1,1,0.903614457831325,0,0.314285714285714,0,6,10,True
751,8,4,1,22,5,3,612,4,17,7,0.81,0,98,1,1,33,8,15.9015151515152,0,4.09848484848485,0,1,0.467153284671533,0,0.75,0,2,6,True
752,33,0,2,27,22,0,138,3,0,4,0.11,0,97,4,0,17,2,3.875,0,5.93269230769231,1,1,0.722222222222222,0,0.6,0,3,6,False
753,11,1,2,4,13,1,163,1,0,1,0.25,0,88,5,0,18,1,4.36111111111111,0,5.76388888888889,1,1,0.810810810810811,0,0.555555555555556,0,6,6,True
754,1,0,1,1,4,0,38,2,0,1,0.5,0,75,3,0,11,2,3.18181818181818,1,3.18181818181818,1,1,0.428571428571429,0,1.0,0,3,1,False
755,0,0,1,0,11,0,38,3,0,0,0.34,0,0,3,0,10,1,4.05,0,3.3,1,1,0.333333333333333,0,1.0,0,4,3,True
756,7,0,1,5,9,1,192,9,6,17,0.18,0,96,4,3,31,2,6.71074380165289,0,4.41322314049587,1,1,0.778625954198473,0,0.8125,3,3,7,True
757,2,0,1,0,1,0,32,1,0,0,0.55,0,0,3,0,7,1,1.375,0,5.75,3,1,0.5,0,1.0,0,2,1,True
758,1,0,2,0,11,2,70,1,0,0,0.83,1,0,1,0,13,1,7.27272727272727,3,7.09090909090909,4,1,0.923076923076923,0,1.0,0,5,2,False
759,12,9,1,3,38,2,215,3,0,2,0.3,0,81,4,0,22,2,4.10526315789474,1,6.06578947368421,1,1,0.625,0,0.333333333333333,0,1,4,False
760,0,0,1,0,1,0,39,2,0,4,0.54,0,66,3,0,10,2,3.0,0,4.11111111111111,1,1,0.833333333333333,0,1.0,0,2,0,False
761,0,0,1,1,1,0,25,3,0,0,0.76,0,66,3,0,5,2,2.4,1,3.4,1,1,0.0,0,1.0,0,1,1,False
762,6,3,1,4,29,0,46,14,0,4,0.12,0,100,3,0,16,2,2.67391304347826,0,4.89130434782609,1,1,0.459016393442623,0,0.25,0,4,6,True
763,12,0,1,1,35,2,143,2,4,5,0.34,1,94,3,0,23,2,3.34,0,6.06,2,1,0.660377358490566,0,1.0,0,4,8,False
764,3,1,1,1,28,0,29,2,0,3,0.1,0,88,3,0,14,2,3.84210526315789,1,4.94736842105263,1,1,0.560975609756098,0,0.8,0,3,2,False
765,5,0,1,0,82,0,38,54,0,23,0.03,1,16,1,0,28,2,4.55474452554745,1,5.47445255474453,2,1,0.682291666666667,0,0.8,0,5,1,True
766,6,3,1,1,27,0,39,8,3,6,0.13,0,89,3,0,19,2,6.60416666666667,1,4.60416666666667,2,1,0.385964912280702,0,0.75,0,6,0,True
767,5,0,2,0,19,0,7,1,0,0,0.02,0,0,1,0,12,1,4.10526315789474,1,10.2105263157895,3,1,1.85714285714286,0,0.0,0,3,2,False
768,2,0,1,13,5,0,54,3,1,5,0.22,0,92,3,6,18,2,4.96153846153846,1,4.38461538461539,1,1,0.733333333333333,0,1.0,0,6,7,False
769,17,1,2,11,45,2,259,5,3,2,0.21,2,96,4,1,36,2,4.02564102564103,0,8.28205128205128,1,1,1.11904761904762,0,0.666666666666667,1,4,9,True
770,3,0,1,2,3,0,43,3,1,3,0.1,0,76,3,0,13,2,1.20430107526882,0,3.33333333333333,1,1,0.185567010309278,0,0.7,0,2,7,True
771,4,0,2,0,28,0,41,1,0,0,0.15,1,0,1,0,10,1,4.03571428571429,2,8.57142857142857,3,1,0.7,0,0.6,0,4,5,False
772,36,0,1,8,16,0,158,3,0,2,0.19,0,92,5,0,25,2,6.448,0,4.064,1,1,0.643410852713178,0,0.714285714285714,0,4,8,True
773,2,0,1,18,6,2,174,2,1,1,0.31,0,94,4,0,21,2,6.96491228070175,0,5.28070175438596,1,1,0.683333333333333,0,0.352941176470588,0,7,6,True
774,1,0,1,2,8,0,41,1,0,0,0.72,0,75,1,0,8,1,2.625,1,3.875,2,1,0.0,0,0.5,0,6,2,False
775,2,0,1,0,2,0,79,23,0,2,0.16,0,33,4,0,43,2,2.62903225806452,0,4.83870967741935,2,1,0.325581395348837,0,0.0,0,4,7,True
776,35,6,1,20,13,0,289,50,1,26,0.19,0,97,4,28,38,2,3.54166666666667,0,3.32916666666667,0,1,0.446735395189003,0,0.6,0,5,11,False
777,6,0,1,3,11,0,56,10,1,5,0.19,1,87,4,0,15,2,3.64285714285714,1,5.25,1,1,0.58974358974359,0,1.0,0,4,2,False
778,13,1,2,37,0,0,86,5,3,65,0.07,0,100,1,7,17,2,4.26271186440678,0,2.99152542372881,1,0,0.524193548387097,0,0.53125,0,5,4,True
779,4,0,1,1,6,1,87,2,1,0,0.29,0,94,4,2,20,2,2.08333333333333,0,4.61111111111111,1,1,0.794871794871795,0,0.75,0,5,3,False
780,25,0,2,6,43,2,586,5,16,10,0.22,2,97,3,3,54,2,4.7292817679558,0,8.38674033149171,1,1,1.12299465240642,0,0.391304347826087,4,3,12,True
781,3,0,1,4,34,0,45,18,4,2,0.07,1,100,4,2,37,2,2.77777777777778,0,6.37037037037037,1,1,0.849315068493151,0,0.739130434782609,0,6,2,True
782,8,0,1,1,116,1,174,8,0,0,0.15,1,100,4,5,60,2,3.71428571428571,0,6.49206349206349,1,1,0.651851851851852,0,0.342857142857143,0,6,11,True
783,1,0,1,1,1,0,27,3,0,7,0.59,0,100,4,0,6,2,2.5,0,2.3,1,0,0.0,0,0.0,0,1,3,False
784,4,0,2,0,7,0,37,1,0,0,0.29,2,0,1,0,16,1,3.57142857142857,2,7.28571428571429,3,1,1.0,0,0.4,0,5,4,False
785,9,1,1,2,1,1,89,4,0,10,0.21,0,88,3,0,18,2,4.2,0,5.17777777777778,1,1,0.78,0,0.777777777777778,0,4,6,False
786,10,0,1,7,59,0,107,2,0,2,0.14,0,97,1,0,13,1,3.75,2,6.31666666666667,1,1,0.714285714285714,0,0.666666666666667,0,3,4,False
787,1,0,1,0,3,1,70,2,1,6,0.36,0,61,3,1,27,2,4.73913043478261,0,4.21739130434783,1,1,0.461538461538462,0,0.5,0,4,7,False
788,24,0,1,10,9,1,538,12,23,26,0.25,0,100,3,20,60,2,6.79061371841155,0,4.57039711191336,1,1,0.693103448275862,0,0.933333333333333,0,6,9,True
789,0,1,1,2,4,0,38,4,1,5,0.26,0,75,4,1,13,2,3.75,1,4.625,1,1,0.428571428571429,0,0.0,0,4,0,False
790,0,0,1,1,13,1,76,2,0,0,0.6,0,95,3,0,15,2,1.69565217391304,0,2.91304347826087,1,1,0.230769230769231,0,0.714285714285714,0,4,4,True
791,6,0,4,21,11,1,42,2,0,2,0.11,1,80,1,0,12,1,6.5,1,7.64285714285714,1,1,1.0,0,0.5,0,2,3,False
792,0,0,1,1,1,0,25,2,1,1,0.49,0,50,5,0,6,2,3.14285714285714,1,3.28571428571429,1,1,0.3,0,0.0,0,3,1,False
793,10,1,1,6,29,2,261,8,10,0,0.43,0,100,3,5,30,2,7.5049504950495,0,3.63366336633663,1,1,0.4,0,0.428571428571429,0,5,9,True
794,8,1,1,1,7,7,869,4,6,0,1.3,0,100,3,61,27,2,5.47474747474747,0,4.65656565656566,1,1,0.442307692307692,0,0.285714285714286,0,3,12,False
795,0,12,1,0,0,0,5,1,0,0,0.29,0,0,0,2,5,0,0.833333333333333,0,1.0,1,1,0.0,0,0.0,0,1,0,False
796,0,0,2,0,7,0,36,2,0,0,0.31,0,0,1,0,15,2,3.375,2,7.625,2,1,1.54545454545455,0,0.5,0,4,6,True
797,0,0,1,0,6,0,34,2,0,0,0.71,0,0,1,0,8,2,2.375,1,3.5,1,1,0.0,0,0.0,0,3,4,False
798,3,0,1,1,4,0,53,2,0,4,0.28,1,77,3,0,25,2,6.22727272727273,0,5.40909090909091,1,1,0.48,0,0.727272727272727,0,3,5,True
799,2,0,1,2,134,0,41,6,0,1,0.05,0,98,3,0,31,2,2.37662337662338,0,3.66233766233766,1,1,0.149068322981366,0,0.5,0,3,5,False
800,3,0,1,3,7,0,33,2,0,2,0.18,0,83,3,0,13,2,3.0,1,6.64705882352941,1,1,0.8,0,0.4,0,2,0,False
801,11,8,2,4,4,0,44,9,0,7,0.08,0,73,3,3,32,2,4.71428571428571,1,5.76785714285714,0,1,0.878787878787879,0,0.75,0,3,11,False
802,17,6,2,3,31,2,189,3,0,2,0.26,0,87,4,0,25,2,4.20547945205479,1,6.23287671232877,1,1,0.688311688311688,0,0.384615384615385,0,1,5,False
803,42,17,2,11,56,0,155,5,0,7,0.09,0,100,3,0,33,3,5.73015873015873,0,6.31746031746032,1,0,1.0530303030303,0,1.0,0,3,11,True
804,0,3,1,0,0,0,4,1,0,0,0.44,0,0,0,2,3,0,2.0,1,1.0,1,1,0.0,0,0.0,0,2,0,False
805,2,0,1,2,6,0,32,2,0,0,0.42,0,75,1,0,12,2,2.57142857142857,0,4.85714285714286,2,1,0.9,0,1.0,0,4,1,True
806,153,20,2,9,44,0,403,7,3,15,0.07,0,100,3,0,49,2,5.50619469026549,0,6.04424778761062,1,0,0.830715532286213,0,0.346938775510204,4,2,13,True
807,14,0,1,2,2,0,45,3,2,8,0.06,1,81,3,0,26,2,3.08108108108108,0,5.89189189189189,1,1,0.756410256410256,0,0.545454545454545,0,4,3,False
808,11,0,1,3,2,0,7,2,1,7,0.02,0,84,3,0,20,2,3.79310344827586,0,5.89655172413793,1,1,0.557377049180328,0,0.5,0,4,3,False
809,8,0,1,1,10,0,70,5,0,1,0.16,1,69,3,0,28,2,3.44444444444444,0,6.22222222222222,1,1,0.764705882352941,0,1.0,0,4,7,False
810,20,2,2,3,14,0,90,5,0,14,0.14,0,90,3,0,16,2,3.3125,0,3.85,0,1,0.674418604651163,0,1.0,0,6,8,True
811,0,0,1,3,1,1,11,3,1,1,0.05,2,70,4,0,12,2,3.625,1,6.625,1,1,0.75,0,1.0,0,3,3,False
812,0,0,1,1,2,0,25,2,1,1,0.46,0,58,4,0,8,2,2.85714285714286,1,4.28571428571429,1,1,0.4,0,0.0,0,1,1,False
813,2,2,1,6,2,0,45,3,0,7,0.2,0,88,5,0,20,2,3.76470588235294,1,7.05882352941176,2,1,1.33333333333333,0,0.666666666666667,0,4,1,False
814,11,1,1,1,19,1,140,2,1,21,0.19,1,100,3,0,38,2,3.08433734939759,0,4.87951807228916,0,0,0.558139534883721,0,0.8,0,4,9,False
815,1,1,1,0,2,0,40,1,0,2,0.54,1,72,3,0,10,1,2.66666666666667,0,4.22222222222222,2,1,0.363636363636364,0,1.0,0,3,3,False
816,3,0,1,13,17,0,84,2,2,2,0.12,1,94,3,0,24,2,3.08219178082192,0,5.64383561643836,1,1,0.552631578947368,0,0.8,0,5,9,True
817,0,0,1,0,2,0,42,1,1,0,0.49,0,0,4,0,11,1,3.36363636363636,0,4.0,1,1,0.461538461538462,0,1.0,0,4,3,False
818,1,0,1,1,1,0,25,3,0,1,0.47,0,66,3,0,11,2,2.5,1,3.375,1,1,0.333333333333333,0,0.0,0,1,0,False
819,29,15,1,56,28,0,115,28,24,29,0.07,0,97,4,7,22,2,3.03645833333333,0,4.30729166666667,0,1,0.592760180995475,0,0.6,0,5,3,False
820,2,0,1,10,17,0,38,1,0,1,0.18,0,93,1,0,11,2,10.5,1,2.38461538461538,1,1,0.896551724137931,0,0.0,0,3,4,False
821,0,0,1,0,0,0,50,1,1,0,1.61,0,0,1,22,5,1,2.55555555555556,0,0.555555555555556,0,1,0.0833333333333333,0,0.0,0,1,0,False
822,0,0,1,0,0,0,31,1,0,0,1.07,0,0,2,0,5,1,0.285714285714286,0,0.285714285714286,0,1,0.0,0,0.0,0,1,0,False
823,0,0,1,0,0,0,31,1,0,1,0.66,0,12,2,0,7,1,5.0,2,2.0,2,1,0.0,0,1.0,0,1,0,False
824,0,0,1,0,0,0,31,1,0,1,0.66,0,12,2,0,7,1,5.25,2,1.875,1,1,0.0,0,0.0,0,1,1,False
825,0,0,1,0,0,0,31,1,0,2,0.55,0,12,2,0,8,1,6.875,2,2.75,2,1,0.0,0,1.0,0,1,0,False
826,0,0,1,0,0,0,31,1,0,1,0.42,0,44,2,0,9,1,5.11111111111111,1,2.22222222222222,1,1,0.363636363636364,0,0.0,0,1,0,False
827,0,0,1,0,0,0,32,1,0,2,0.4,0,38,2,0,10,1,6.33333333333333,1,3.0,1,1,0.363636363636364,0,1.0,0,1,0,False
828,0,0,1,0,0,0,31,1,0,1,0.53,0,28,2,0,6,1,5.71428571428571,2,1.85714285714286,1,1,0.444444444444444,0,0.0,0,1,0,False
829,0,0,1,0,0,0,31,1,0,2,0.47,0,28,2,0,7,1,7.0,3,2.57142857142857,2,1,0.444444444444444,0,1.0,0,1,0,False
830,0,0,1,0,0,0,31,1,0,2,0.36,1,0,2,0,6,1,8.0,3,3.85714285714286,2,1,0.444444444444444,0,0.0,0,1,1,False
831,0,0,1,0,0,0,32,1,0,3,0.33,1,0,2,0,7,1,9.85714285714286,4,4.85714285714286,3,1,0.444444444444444,0,1.0,0,1,0,False
832,0,0,1,0,0,0,31,1,0,2,0.43,0,28,2,0,6,1,7.0,3,2.42857142857143,1,1,0.444444444444444,0,0.0,0,1,0,False
833,0,0,1,0,0,0,31,1,0,3,0.39,0,28,2,0,7,1,8.28571428571429,4,3.14285714285714,2,1,0.444444444444444,0,1.0,0,1,0,False
834,0,0,1,0,0,0,31,1,0,3,0.32,1,0,2,0,6,1,9.42857142857143,4,4.14285714285714,2,1,0.444444444444444,0,0.0,0,1,0,False
835,0,0,1,0,0,0,32,1,0,4,0.3,1,0,2,0,7,1,11.2857142857143,5,5.14285714285714,3,1,0.444444444444444,0,1.0,0,1,0,False
836,0,0,1,0,0,0,31,1,0,3,0.36,0,28,2,0,6,1,7.71428571428571,4,2.71428571428571,1,1,0.444444444444444,0,0.0,0,1,0,False
837,0,0,1,0,0,0,31,1,0,4,0.33,0,28,2,0,7,1,9.0,5,3.42857142857143,2,1,0.444444444444444,0,1.0,0,1,0,False
838,0,0,1,0,0,0,31,1,0,4,0.3,1,0,2,0,6,1,10.5714285714286,5,4.42857142857143,2,1,0.444444444444444,0,0.0,0,1,0,False
839,0,0,1,0,0,0,32,1,0,5,0.28,1,0,2,0,7,1,12.4285714285714,6,5.42857142857143,3,1,0.444444444444444,0,1.0,0,1,0,False
840,1,0,1,0,0,0,34,1,0,2,0.37,1,31,2,0,7,1,7.375,3,3.75,1,1,0.5,0,0.0,0,1,0,False
841,1,0,1,0,0,0,35,1,0,3,0.34,1,25,2,0,8,1,9.0,4,4.75,3,1,0.5,0,1.0,0,1,0,False
842,1,0,1,0,0,1,39,1,0,3,0.33,1,25,2,0,7,1,9.25,4,5.25,3,1,0.5,0,0.0,0,1,0,False
843,1,0,1,0,0,1,40,1,0,4,0.31,1,21,2,0,8,1,10.875,5,6.125,3,1,0.5,0,1.0,0,1,0,False
844,0,0,1,0,0,0,59,1,0,8,0.66,0,69,1,0,6,1,7.47058823529412,2,2.35294117647059,1,1,0.210526315789474,0,0.0,0,2,1,False
845,0,0,1,1,0,0,73,2,0,9,0.37,0,100,1,0,9,1,15.5714285714286,0,1.91071428571429,1,0,0.0508474576271186,0,1.0,0,3,4,False
846,0,0,1,5,2,0,64,1,0,1,0.27,0,96,1,7,17,1,8.81632653061224,0,3.24489795918367,0,1,0.254901960784314,0,0.5,0,3,0,False
847,0,1,1,0,0,0,30,1,0,0,6.0,0,0,0,60,3,0,9.0,9,1.0,1,1,0.0,0,0.0,0,1,0,False
848,0,10,1,0,0,5,68,1,0,0,4.86,0,0,0,2,1,0,3.9,1,0.9,0,1,0.384615384615385,0,0.0,0,2,0,False
849,17,15,3,6,0,0,40,6,1,20,0.07,0,71,2,1,6,2,6.47169811320755,1,3.94339622641509,0,1,1.4,0,0.0,0,1,0,False
850,0,7,1,0,0,7,62,1,0,0,5.64,0,0,0,2,0,0,0.285714285714286,0,0.714285714285714,0,1,0.0,0,0.0,0,2,1,False
851,0,47,1,1,0,3,237,1,0,0,2.96,0,100,0,2,11,0,36.9838709677419,0,0.854838709677419,0,1,0.0,0,1.0,0,5,4,False
852,0,0,1,0,0,0,31,1,0,0,6.2,0,0,0,0,1,0,1.0,1,1.0,1,1,0.0,0,1.0,0,1,0,False
853,0,6,1,0,0,1,34,1,0,0,3.78,0,0,1,1,0,1,2.0,0,1.0,1,1,0.0,0,0.0,0,1,0,False
854,0,0,1,0,0,0,34,1,0,0,4.25,0,0,0,9,3,0,2.5,2,1.0,1,1,0.6,0,0.0,0,3,0,False
855,0,0,1,0,0,0,28,1,1,0,1.65,0,0,3,0,2,1,4.5,4,3.0,2,1,0.0,0,0.0,0,1,0,False
856,0,0,4,0,0,0,31,1,0,0,0.82,0,0,2,0,8,1,5.0,1,4.5,1,1,1.5,0,0.0,0,1,0,False
857,0,0,1,2,0,0,31,1,0,6,0.38,0,86,1,1,9,2,6.92307692307692,1,1.76923076923077,1,1,0.4,0,0.0,0,1,0,False
858,19,0,2,17,0,0,61,2,1,5,0.06,1,88,2,1,22,2,11.4782608695652,1,12.9347826086957,1,1,1.06122448979592,0,1.0,0,1,4,False
859,1,0,2,0,0,6,66,1,1,8,0.49,1,47,1,0,9,2,12.4,1,6.0,1,1,1.57142857142857,0,0.0,0,1,0,False
860,0,0,1,0,0,0,28,3,0,1,0.15,0,6,2,0,8,2,3.93548387096774,2,2.96774193548387,2,1,0.371428571428571,0,1.0,0,2,1,False
861,0,0,1,3,2,5,173,1,0,2,2.62,0,98,1,2,9,1,0.36,0,1.2,1,1,0.111111111111111,0,1.0,0,2,5,False
862,1,0,1,0,1,0,41,1,0,2,0.64,0,60,2,0,11,1,4.07142857142857,0,2.35714285714286,0,1,0.0,0,1.0,0,2,1,False
863,0,0,1,0,0,0,31,1,0,2,1.19,0,94,1,2,4,1,8.82352941176471,0,1.11764705882353,1,1,0.0,0,0.0,0,1,0,False
864,0,0,1,0,0,0,0,1,0,0,0.0,0,0,4,0,4,1,3.0,1,4.66666666666667,2,1,1.0,0,0.0,0,1,1,False
865,0,0,2,0,0,0,0,1,0,0,0.0,0,0,4,0,5,1,3.0,1,5.5,2,1,1.5,0,1.0,0,1,0,False
866,0,0,1,1,1,0,0,1,0,2,0.0,0,66,1,0,4,1,10.6666666666667,4,2.33333333333333,2,1,0.0,0,0.0,0,1,0,False
867,8,0,1,1,3,0,0,1,21,1,0.0,0,78,2,3,18,1,8.11764705882353,1,4.58823529411765,1,1,0.679245283018868,0,1.0,0,1,1,False
868,0,0,1,0,0,0,31,1,0,0,4.43,0,0,0,0,2,0,0.0,0,0.5,0,1,0.0,0,0.0,0,1,0,False
869,0,0,1,0,0,0,0,1,0,0,0.0,0,0,4,0,3,1,2.66666666666667,0,2.66666666666667,2,1,0.8,0,0.0,0,1,0,False
870,0,0,1,0,0,0,0,1,1,0,0.0,0,0,3,0,3,1,2.0,1,2.5,2,1,0.0,0,0.0,0,1,0,False
871,0,0,1,0,0,0,0,1,0,0,0.0,0,0,4,0,3,1,3.0,1,2.66666666666667,2,1,0.8,0,0.0,0,1,0,False
872,0,0,1,0,0,0,0,1,1,0,0.0,0,0,3,11,3,1,10.5,6,3.5,3,1,0.0,0,0.0,0,1,0,False
873,2,0,2,1,2,0,6,2,2,5,0.06,0,42,4,0,9,1,6.33333333333333,1,6.11111111111111,2,1,1.0,0,1.0,0,1,0,False
874,5,0,1,1,4,0,0,2,25,3,0.0,0,57,2,0,19,1,8.59183673469388,2,5.02040816326531,2,1,0.711538461538462,0,1.0,0,1,0,False
875,0,0,0,0,0,0,29,1,0,4,7.25,0,100,1,0,0,1,0.0,0,1.0,1,0,0.0,0,0.0,0,3,0,False
876,1,0,1,40,0,1,14,1,0,0,0.3,0,100,1,0,0,1,0.0,0,1.0,1,1,0.0,0,1.0,0,2,2,False
877,6,0,1,0,3,0,35,1,5,4,0.21,0,89,2,1,18,1,5.15384615384615,1,3.46153846153846,1,1,0.285714285714286,0,1.0,0,1,2,False
878,8,0,1,0,3,0,44,1,4,4,0.24,0,89,2,1,18,1,5.17857142857143,1,3.53571428571429,1,1,0.333333333333333,0,0.0,0,1,0,False
879,0,0,1,0,0,0,12,1,0,0,2.4,0,0,1,2,3,1,2.0,2,1.0,1,1,0.0,0,1.0,0,1,0,False
880,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0,2,3,0,3.0,3,1.0,1,1,0.0,0,0.0,0,1,0,False
881,0,0,1,0,2,0,32,1,3,0,1.14,0,0,3,1,10,1,6.0,4,2.8,2,1,0.0,0,0.0,0,1,0,False
882,0,0,1,0,2,0,32,1,3,0,1.14,0,0,3,0,10,1,5.8,4,2.8,2,1,0.0,0,0.0,0,1,0,False
883,1,0,1,0,1,0,32,1,1,0,1.45,0,0,4,0,10,1,4.75,1,2.75,2,1,0.0,0,0.0,0,1,2,False
884,0,0,1,0,0,0,0,1,0,2,0.0,0,50,1,0,1,2,1.75,0,2.0,1,1,0.0,0,0.0,0,2,0,False
885,1,0,1,17,0,0,31,1,0,2,0.51,0,100,1,0,0,1,0.0,0,1.0,1,1,0.0,0,1.0,0,5,0,False
886,0,0,1,0,3,2,151,1,2,5,0.75,0,90,1,2,12,1,6.33333333333333,0,1.6875,0,1,0.38,0,0.0,0,2,3,False
887,0,1,1,0,0,0,0,1,0,0,0.0,0,0,0,3,0,0,3.0,3,1.0,1,1,1.0,0,0.0,0,1,0,False
888,4,0,1,0,0,0,4,1,0,5,0.03,0,72,1,0,4,1,5.30769230769231,3,4.38461538461539,1,1,1.06666666666667,0,1.0,0,1,1,False
889,0,0,1,0,0,0,22,1,0,0,2.44,0,0,1,2,3,1,3.0,1,1.33333333333333,0,1,0.0,0,0.0,0,2,0,False
890,0,0,1,0,0,0,28,1,0,0,4.67,0,0,0,2,0,0,1.0,1,1.0,1,1,0.0,0,0.0,0,1,0,False
891,1,1,1,0,0,5,221,1,0,9,1.53,0,73,1,0,4,1,6.28571428571429,1,2.57142857142857,1,1,0.1,0,1.0,0,3,3,False
892,0,0,1,0,1,0,31,2,0,4,0.74,0,60,2,20,2,1,6.75,1,2.25,1,1,0.0,0,0.0,0,4,2,False
893,0,0,1,0,0,0,31,1,0,0,5.17,0,0,0,9,1,0,1.5,1,1.0,1,1,0.0,0,0.0,0,2,0,False
894,6,0,1,1,1,0,62,1,2,4,0.32,0,86,2,0,24,1,4.84,1,3.92,1,1,0.444444444444444,0,0.0,0,3,0,False
895,4,0,1,0,3,1,86,1,2,5,0.3,0,81,2,1,44,1,6.04,1,5.92,1,1,0.851851851851852,0,1.0,0,2,1,False
896,13,0,2,57,32,0,46,2,1,5,0.09,0,98,2,0,19,1,8.94117647058824,2,5.97058823529412,1,1,0.684210526315789,0,0.0,0,1,0,False
897,0,1,1,0,0,0,39,1,0,0,7.8,0,0,0,1,1,0,1.0,1,1.0,1,1,1.25,0,0.0,0,1,1,False
898,0,0,1,0,0,0,35,1,0,1,1.94,0,0,1,0,2,2,2.5,2,3.0,2,1,1.5,0,0.0,0,1,3,False
899,0,0,6,0,1,1,9,1,0,0,0.16,3,0,1,0,5,1,10.0,10,17.0,17,20,2.0,2,0.0,0,1,0,False
900,0,0,1,0,0,0,30,1,0,1,0.86,1,0,1,0,5,2,2.33333333333333,1,5.66666666666667,2,1,1.8,0,1.0,0,6,1,False
901,0,0,1,0,0,0,31,1,0,0,4.43,0,0,0,1,2,0,1.0,1,1.0,1,1,0.0,0,0.0,0,2,1,False
902,0,0,1,0,0,0,37,1,0,1,1.76,0,0,1,0,3,2,2.33333333333333,2,2.33333333333333,1,1,0.6,0,1.0,0,3,1,False
903,0,0,2,0,0,1,29,1,0,1,1.21,0,0,1,0,6,2,3.5,2,5.0,2,1,1.5,0,0.0,0,1,0,False
904,0,1,1,0,0,0,28,1,0,0,4.67,0,0,0,44,1,0,3.0,3,0.0,0,1,0.0,0,0.0,0,3,1,False
905,2,0,2,6,2,1,189,13,29,21,0.21,1,91,2,5,32,2,4.43243243243243,0,5.47297297297297,0,0,1.13636363636364,0,0.321428571428571,0,3,9,True
906,0,0,1,0,0,0,27,1,1,0,1.69,0,0,2,0,3,1,2.0,2,2.5,2,1,0.75,0,0.5,0,2,0,False
907,0,0,1,0,0,0,31,1,0,4,0.42,0,40,1,0,1,1,3.5,2,3.9,1,1,0.416666666666667,0,0.333333333333333,0,4,3,False
908,1,0,1,0,0,0,4,1,0,0,0.12,0,0,2,0,0,1,3.0,2,1.75,1,1,0.666666666666667,0,1.0,0,1,0,False
909,0,1,1,0,0,9,34,1,0,0,8.5,0,0,0,1,0,0,2.0,2,1.0,1,1,0.75,0,0.0,0,1,0,False
910,0,0,0,0,0,0,5,1,0,0,1.67,0,0,0,3,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,1,0,False
